,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39
425,-490.2790323477132,23.40249144689095,16.60128622897364,14.110862354047704,5.483697882824972,4.108307752448841,-2.1277781766222725,-4.699155860054619,-5.28225054406847,-4.745276388357345,-4.130086153622286,-3.307478548242794,-0.7699991791433055,-1.5526309488653365,0.6701432772193269,0.5911328080848587,-2.096588271408217,-2.035916947618994,0.16180011559209026,-2.247947381242794,-2.879129708376763,-1.1859634169331872,-2.6057241220748812,-1.6365062828926176,-1.585311514630258,-1.0468448706511915,-1.1330219941064223,-0.8098264176201533,-0.3205397406083012,-0.9102750862300302,-0.49062605754927624,-0.7406173979840927,-0.4604328778154907,-0.02551303271138462,-0.06833008203999351,0.4687056482414997,-0.4871198528454991,-1.0475417962530187,-1.0310872535516125,-0.9324471473707064
1263,-435.9960289648779,40.36981531851193,-3.4332188276173046,8.308480482239563,-1.1801249464175945,2.3191073229236308,-17.032347819110438,-2.025550395002935,-3.423712494708089,-6.973187481262079,2.8594929931749946,-6.900049094215977,-2.8699105966339826,-2.4287574775169913,-4.812507795554117,-1.1385435105725472,-3.806749643426055,-4.215651156153608,0.34137312475328047,-4.811051934291859,-3.8283661553341637,-1.1244405205177208,-3.168296473677622,-3.249652469552268,-2.5492609342776555,0.27405769583820655,-3.1601566168659945,-1.602053859655709,-0.7677462015843706,-2.762523324668757,-1.714623932444388,-2.5537910646054987,-2.772862588897436,-2.955088502687985,-1.1127004711058233,-1.7180689486759952,-2.0016329663502335,-1.9942799573223862,-0.5969786952604235,2.3589926979037115
709,-466.9728621617257,38.8020755597105,-2.9626501635319866,3.962516457524596,-2.387614507401258,-3.4665707112384463,-12.378436476098127,-11.838358620752867,-2.4789861915813027,-2.2648151974345745,-8.210461724714241,-3.8461304715580638,-0.7394560327203873,-3.855503563448425,-1.456021197745132,-3.7752166196052657,-3.8285779658433787,-3.5152520215524556,-3.8722165524086436,-4.490227902117941,-4.163238842095029,-2.649774284850684,-2.635304466080938,-1.16481752330333,-0.11017257257816075,-1.3130583538065574,-2.0276998461938005,0.27597063310816305,-1.4593322345205175,1.1806239599627628,3.2451478637505207,2.6069701384983026,2.3933030839965888,1.0018723396342637,2.244950432333001,3.4877982340899134,5.301884139511824,4.93810346136151,4.165488047949741,2.9951742783390576
673,-361.4815955925524,20.18511109238279,2.09193462551338,3.0710461940315446,-1.3751625151672413,-3.001737600650834,-7.489087742229806,-7.021368865843362,-4.844524746025748,-3.1174260625838754,-2.238763698555255,-4.750338435290834,-3.5311987196978216,-1.6684154382050795,-3.285412149857005,-3.275121163683823,-2.866848086677415,-3.0636394453239992,-2.7691465318633,-4.206005092658584,-2.6554883922471713,-1.9131206728724943,-2.74002349881635,-0.059198487535410536,-0.34205672893718475,-0.8938532391424039,-0.07720707280721381,1.6742162726558218,3.1755965018600496,4.88882115811981,5.751295624291452,4.271200924128215,3.7233130939668793,2.3476619554649014,1.2773279096624064,1.68818631547633,2.093507202644358,1.3898585347504337,0.6630899575261535,0.11857771208729612
1,-530.6821324038225,39.55000260559769,-2.3999309733729355,8.860917127568408,2.139680799728824,-1.1867064349152967,-5.450177264988058,-3.169806177413593,-8.237496970973863,-4.22918351196461,0.1715391783138138,-4.209460413182735,-3.0602668263895283,-2.8981192853841975,-1.7597479994912963,-2.3458647560380133,-3.4196195686828896,-3.184909477285472,-1.7115237286138902,-3.7822068529364103,-3.338922605671306,-2.051914762531426,-2.657214787296858,-2.8942407300437267,-4.327131998392042,-2.281814510996351,-4.208867486237772,-3.3370120095012066,-1.5566701887621943,-2.901947315536359,-2.1986551608250293,-2.1616259630322845,-1.2267649582081401,-2.064186642863387,-1.248808191253069,-0.32597811296800255,-0.2707638092938553,0.04145582273601302,-0.82569497422751,-1.741656987138362
1109,-528.7661713477984,45.15667071345672,-1.7201537718408526,16.19755666607946,3.731870833865902,-6.820256918071252,-10.175821444035618,-3.7215196740285967,-8.511113779130529,-4.3602637585986495,-3.882087483155092,-6.213748130245528,0.29691221128111545,-4.9322003608693565,-2.0101425352677182,-2.6083714844843917,-3.51067033656284,-0.4603688502314032,0.8433056747179304,0.10472430739358572,-2.579353546313786,0.21575835913584876,-0.9382304344098596,-2.0106793926175484,1.5308147721021008,1.3054222074750865,1.0537254165159495,3.692015247513113,3.0988620634358943,3.279330409198206,3.0750949440498125,3.5573011483945534,4.278888457851667,4.237455453147734,4.124845247113662,2.773934311940874,4.377451527839625,5.0366583358945665,5.999891103170798,6.175560887125294
642,-526.0096647064985,39.408889809586576,5.479052817937478,13.988020271803295,-2.4299215673715437,4.735180909288462,-2.9549674973244735,1.9187886404459338,-4.208061359504598,-3.135351004502324,1.9172326917320777,-2.939808518446754,-0.3070073790315206,-3.2217229490874715,0.035194632334073016,-0.3348598715080333,-2.647568603173438,-2.204167178765888,0.19951621240439532,-1.1019503796021786,-3.1169883833159124,-0.9836755531793467,-0.8863650947147579,-2.0396316383530886,-1.9094112651113635,-1.0969134721087004,-3.4226140512489835,-0.5844635653410934,-1.78681653413362,-2.201662474881501,0.2954466495540854,-0.49814969512071683,0.3714155780962761,-1.081432053380436,-1.5203379191179165,-2.10094551487379,-0.8807148152480867,-0.6548686980141256,-1.9327759218572487,-1.3711900736872251
905,-638.302900367246,47.03802427096877,11.656989687593587,15.424539896011638,-1.1348733756151563,3.1873896216222093,-2.9528577971573142,-4.718920030065485,-1.8360219976397683,2.320346492398893,2.1869748186718647,-0.1232354678425932,-0.5484023696480788,-1.7678232542158698,1.2003258411334905,-2.219493227231642,-2.02807354474955,0.4881486478045213,0.6917620029083879,-1.3900865183217985,-1.2833470560534526,-1.1860277005131081,-3.0254565545099616,-1.3042217413647328,-0.41229262168691766,0.4088666097513615,-1.2976338466911765,-0.2284431030487144,0.19551869060553534,-1.9277232873576906,0.1507540842299244,-0.2561431855917762,-0.5635240007746775,0.2187394947810189,0.427158093727219,-0.09460200875958322,-1.1081578180723917,-2.636018329904851,-1.6341540477012422,0.08743294275116462
844,-384.98236704866014,18.34547205364534,-13.426572770993147,6.21532382036951,-10.384229971130342,-9.055413836660648,-5.967793270023828,-8.162003113071595,-4.321294023273102,-4.433690516028797,-4.582095707214032,-2.212569736285954,-4.9033328800325515,-4.338117709549965,-1.2501271919773296,-3.469305071727444,3.493434564711386,7.3266731345942135,6.055158817888836,5.845505176528337,3.085601409393754,0.4651848432017676,1.1594225134311362,1.8787449073208329,0.6181573380676658,2.3894472711446553,1.2370241745755477,-0.8554228217284777,-0.634884594890013,-1.263027393569768,-0.6802892711122412,-0.1604961599698186,0.6024891725328277,1.8207337322406523,2.1942546054134895,1.26179679753383,0.21453922259359798,-0.15838513969909576,1.1266354407262196,0.34265898819365814
368,-457.9554403417842,29.202609371094695,-6.295365607349223,2.6337582089902125,-9.699537466083996,-5.396141418928135,-13.280044614701842,-11.839800776813517,-10.846827961931128,-2.8804375920309813,-9.108887969863842,-4.121087123296012,0.8881880910168857,-7.028204034810689,-0.049870997297263915,-5.65921925346586,-3.358980704508463,-1.4103105518726018,-2.9437846693746974,-1.5130506835002633,0.9624951604239278,1.0473606572625747,-0.5514515051937259,3.519700224357057,1.4751733091700232,3.3839927956212095,3.4019569603648523,3.5791660535580245,3.939762065602438,1.7097453252274522,0.6741661872266195,-1.1767093851002037,-1.0185026407086843,-0.7758618813878384,-0.5158736431770127,-0.7531412590331125,0.03444886740604539,-1.3056889814490498,-1.2464127373399465,-1.0303662849075481
969,-609.4465415508325,32.886571484351904,5.9603448892302895,11.665763963245613,0.725614131711449,4.263411457515132,-3.255699446725004,-5.714617705347846,-4.872951708446085,0.13609609709376388,-1.6350200250126343,-3.3412377107034703,-0.4282344049380274,-0.7433065537476444,1.1469131991754697,-2.293873388458795,-0.1659210454097721,0.02002225225052421,0.012471901657408522,0.6867820202005218,0.946794890815182,0.24115621304644888,0.06601430492655387,3.5661728325920876,1.3025705546712394,1.0076533852271052,1.125843811491424,1.0705765187098246,3.536925780998498,5.055557021799064,6.079072482877192,8.064311265148227,9.037267423669858,7.026820401254514,5.005329163766791,2.7373569662816246,1.9899374403017445,1.0190218981034682,1.9541636875886685,1.836052351540904
70,-482.27814376631466,40.62415716861169,8.523022607439561,14.257285190332878,5.715896784301871,1.8518883954749554,-6.008833860627439,-6.027030671679281,-6.115264124331789,-1.6085000013067006,-0.3732966353902365,-3.4175858573583495,0.5712928783235768,0.6399033746738136,-0.3617344853646135,-2.001625935446475,-1.8133487586188728,-1.258924085434128,-0.7567379508077525,-3.438984677725491,-3.0619081121228096,-0.4500287158286592,-3.5667468834391625,-3.531028703612938,-2.5308667001573637,-2.372848751924781,-3.0035442805107966,-1.8414070055121108,-0.9773933660183609,-0.5289104710879066,-1.6765411954358522,-2.166327495379778,-1.072571698872226,-1.688917716813741,-1.2075069131391525,-1.8257079717631417,-1.5124559352913634,-1.9701542429134797,-1.7864064214822668,-1.8837215550292752
1035,-495.4319145472457,23.800129713313037,1.5041832970947764,-0.23384164898230442,-5.167799635236936,-4.180561462175563,-8.692302567209168,-2.1855164163470597,-2.9913314399898474,-0.2605591434893137,1.938025311673332,0.4502765210689266,-0.03070918822225682,-1.7117016581726663,0.6833594424735293,-1.0055538177317112,-0.8871720866095143,-2.4882744462059376,-4.240563465905382,-4.56986873481934,-1.5563129390880155,0.9489627286693291,3.3614116551541513,8.875348299801903,9.703155309523975,9.52666825751197,6.924996094677789,4.496652718300779,0.4360536455002081,1.1818546089031872,3.5966207948835236,2.4293002820706415,2.2256212803839586,0.6863435537816822,0.3360886522499476,-0.21092626543371598,0.6674664191847209,0.8737418200322116,-0.04301630104363704,-1.057813608677762
56,-396.0918941757134,32.89135118211883,-13.284495868074906,2.354061435610988,-4.662058082362588,-3.8921655305346192,-11.307466881171795,-8.439006807923546,-9.284620669651295,-5.374073688629163,-1.5840619162265692,-6.475863213702467,-3.206998747296547,-6.329453587571689,-5.8320587651418965,-2.664387171854514,-6.362776145248298,-6.19732555061437,-1.4204025635909188,-0.8736981063501674,-0.31225040717135205,2.1141939007488353,1.0995724841534382,-0.4979257732298624,0.653010148479952,2.2083680368128347,0.3697645652025424,2.071516157427004,2.1579187068052863,0.5223170457718277,2.563631735604576,0.8388770759124137,-0.2466875100749504,-0.9539658141465702,0.06400627706381237,1.3315712283319758,0.10493524720944107,-0.4396690952612771,0.2879758703551794,0.2301131045924793
866,-448.9558136016795,19.048465524302465,-0.25563586254833914,1.3462851890426613,-8.670166891944133,-5.608021555937069,-9.757642996060946,-8.813555554817224,-5.0163674856460565,-3.6555170941364405,-3.7648582768451404,-2.198727624394643,-3.3858778942325976,-4.12976246760939,-1.5932326092481521,-4.719108049396155,-3.127869545412373,-2.508937900829669,-2.573510517897239,-0.5456797297556465,0.6198206436329277,2.7961609971849355,3.7963616133266105,4.3082927942745854,4.516507684284361,5.160059399316206,3.2610059797515327,1.7933023160310555,0.07677903890126049,-0.6717001487791139,-0.13812710621937696,-0.45414215504777394,-0.38129282403906034,-0.4008128038235842,0.15304756089639357,-0.28864984234224805,-1.2766460150735042,-0.8968348591298428,0.1612636659728683,0.1938654581279544
222,-446.0078432829705,27.857247825064366,-0.31275002695977827,8.067201467940407,-8.661763981853467,-6.48021922108606,-12.365816032815275,-5.549323528099046,-8.495511499789163,-2.3152435617812595,-5.719746195058586,-4.586070024122773,-0.6945870978643235,-6.27853459140667,-2.3437613091140395,-6.636867760318188,-2.0386910887644945,-4.067318288472189,-4.568404261500347,-3.0920480953067755,-4.035453402287927,-3.783742330018031,-3.8565082222081766,-1.2363248326920322,-3.941991741844002,-1.0241708185588434,0.3321364607262284,2.470022457588016,4.304728683202993,4.8049152488355045,5.593020462450524,4.0845899207047145,2.1616329706845123,0.4095660845887795,1.7618044869592966,2.3045398642060584,3.2764094610118484,1.4094579218935785,0.9781494669634515,-0.22965081270195672
1111,-626.6292635567792,46.55539323930128,1.9601351351466627,11.2974938693352,2.3261074573424305,-0.5556283878439003,-6.452182202362273,-6.5853592287204465,-6.385530033592087,-3.4295542210711396,-4.974352302834572,-5.198107227198786,-1.8079260337255034,-3.604923788129556,-1.3380066448946404,-1.7369763149481923,-4.4908714157181375,-2.8414088049694266,0.09535266404192,-4.113243253367562,-4.132762956541231,-3.193359885645585,-4.2302449767760235,-2.5654555210155214,-2.6993030778157197,-1.0808466661573102,-3.216043799975622,-1.6086926863619346,-1.9156334427374149,-3.1962317591762828,-2.0341522647499817,-1.7506028341016218,-0.47754273442930806,-1.0919173739120114,-0.17318530950453498,-2.3234393828965367,-2.7400507739414275,-1.401915347711043,-0.22930457221306264,1.713431391954512
555,-485.2584799961314,46.653885822406515,-5.652577140187592,8.567256182975644,5.322412539890964,-3.5823541153731284,-1.58178801551401,-1.60993153174785,-6.5139391725245765,-2.0313161059175204,-0.3811331658538528,-0.4444679179728522,-0.14782145486881212,-1.765270311427332,-0.9083434304691149,-0.3083735874915332,-2.0691749194753184,-3.668593058356734,1.7788604322568358,0.11404824412515108,-3.18230585580337,-0.4618365035530704,-0.7664516156988662,-0.6364463678208182,-1.1675654342189534,-0.25792265792124075,-0.5584280379909549,-0.3549687121563468,0.059876094833023946,-0.5519375367590152,-0.6744756012010268,-0.9784958939704933,0.6843275277685973,0.03634300307449553,-0.25795363754646927,-0.49814239024377954,-0.34388022892302694,-0.09220824650514459,-0.46288166695904487,-0.7812508908441959
325,-309.5862135105596,14.96116055490756,-7.655494741490232,-2.0025724861909016,-2.0979517657348863,-6.4878024683821165,-6.702381525736126,-7.9907410534465,-8.862386370273747,-0.5049644560589039,0.6803944881323521,-4.778407322152817,-1.9399762467975648,-0.9806517665678856,-2.430042231466606,-1.8833045161949789,-0.47004696530673257,0.06927071865823045,2.7979426122787383,5.145762021622524,7.006829512706071,7.527937775475806,4.250707296286494,1.1912111800222338,-1.7498328088211899,-3.7115290346437724,-2.582732792921518,-0.6371136813799382,-0.10859672110115444,-1.7337108314678156,-1.907199221268723,-1.1752301163807009,-0.1923370889191581,0.22494359265088207,-1.018623671922537,-1.686537869678203,-0.8380018858063341,0.3212193503737057,0.120543240312321,-0.22669502316460025
1339,-295.580588199517,14.911693880169695,-11.169378875371535,1.4568176955266832,-5.020521938759164,-6.915037039146851,-4.6322905962717185,-5.9607903472663475,-3.2760061498624986,-4.033286813897996,-2.951284016019147,-2.7396866131873447,-4.225739729793485,-0.9834895238166643,-1.5827321418972025,-2.5758305295464043,1.8336956840361593,1.2254067312066423,0.3805370143940031,1.3846109764137033,-0.20640787316588033,-1.3390889871279685,-0.6830939676220317,-0.7269800354008875,-1.0634016426347748,-0.7244975204033455,-0.6780261195412923,-0.026639075214728147,0.5744566699480187,1.463408490799999,2.49827674446075,3.7440823861069275,4.11714724114212,1.1039684728084453,0.4939913628820138,0.2239366008458672,0.6852076386016017,1.3415522270887041,0.9733679512435935,-0.34537863921388745
435,-376.6967600730943,28.364709404297535,-5.619708797329997,7.87567161996606,-5.166091072627335,2.8528524620690945,-8.971078806025453,-8.461898110828448,-8.074444242331138,-2.8699597470403595,-0.9469485838178072,-6.979653325146663,-0.1483116432688821,-3.1832372757141503,-3.91934539434657,-2.012647444106831,-3.151644707256378,-3.762226275618849,-1.4870449740271094,-3.069410765841417,-4.00792635137737,0.15844739348624662,-0.1522357282275734,1.7342801819960312,3.4118112501671667,3.4272422230514166,1.625232956911202,2.397878512148603,1.6217498047874632,3.2064736145393185,4.847549426825203,3.040026930443372,4.088597635090329,2.928484530737039,2.1712327230373276,2.078647365644707,1.1903145267928668,0.25586509092259746,0.46185656779616935,0.7117661173800549
1276,-478.6063259973788,49.104339282762076,-4.6532245125937495,7.027965706431548,-3.218040184158312,-2.279356865021207,-14.750825663183294,-2.746667613151233,-3.4386404044461476,-7.2142760026471695,6.876371968529454,-3.2820493966810993,-3.2795622378099067,-0.8491763419082446,-5.191502346309173,-1.6964541541729634,-2.5324516524270924,-3.138412666061916,-0.29696132049696583,-4.964741273277285,-4.821459621736329,-1.9767327957610312,-3.3904325012789753,-3.1908066233556767,-2.2390529464119906,-0.8090905428812054,-1.8188853594531906,-0.1907645115851163,-0.2767045225961825,-2.485677872023405,-1.9880670234871318,-2.2487848674377253,-2.311140066897562,-1.8111228775263393,-1.2082841266301767,-1.068766415024746,-2.245648309565754,-3.7169613282576046,-2.519596574871328,-2.0362085725563293
93,-430.4474943960686,26.6060632413799,9.094198434777967,11.884402089577556,2.573472598235756,0.4352966957337593,-2.6736093528219422,-4.619703641483984,-6.47216208651028,-1.6867916371545768,-0.5416966957246703,-4.010098822660745,-1.2134082301110454,-1.714807202724967,-2.014477257687052,-3.4200357283114244,-3.1623855099413887,-0.6840036102205201,0.49719565809114225,-2.8742172772587455,-3.723174355424634,-0.7476545998402958,-2.5066041902091594,-2.3670731499063056,-1.4361914360732235,-2.01845848740298,-2.180616616539098,-0.18591614606889653,-0.4581278085177015,-0.7460311783278477,0.5252247630787608,0.08322487676277135,-1.2227775817683921,-1.6319958814562456,-0.3447710960244316,-0.7204798770435024,-1.5654049810654518,-1.4690104958742045,-1.65792763177151,-1.3410725749836754
329,-429.3703025032134,30.310035694016015,-6.3524443401304325,3.1225178067080916,-8.750615810230025,-1.9805155694827123,-1.40192912465208,-8.556957351097632,-10.427148631936515,-3.781139561205949,-2.1965214883096698,-4.114972028858203,-2.588464244207199,-4.476357231812895,-2.602353497712477,-4.894981561993264,-6.790770519317283,-5.0394154852218005,-3.8930695581093056,-2.9990547576730555,-2.737301467435549,-2.658254506607512,-1.3926116891702383,-0.14417054202123092,-1.6775387373431,0.16537608635851547,-0.14020283660928845,-0.5704906953898278,0.6173714496213191,0.3746136781931442,1.810146001278304,3.4369508488774274,3.686312576154982,2.559981311734483,2.9293670011028863,1.9011301888439527,1.4687454167828013,-0.11971023868312787,-0.044100052057706146,0.11009240563038863
768,-415.0889434323418,34.96733356359826,-15.201402345454959,-2.341036200950417,-9.656325289458277,-4.377664048227455,-8.54435288322771,-12.733674433860923,-6.961156270508935,-0.3389036497090953,-5.878197013876468,-5.671748931407607,-5.888161353749967,-7.19045995194961,-3.621091993092659,-7.768012582677833,-0.9802249450231113,1.2082359546577506,1.849175305898033,4.653175047705072,3.2299806776769944,-0.5180274080473032,-1.4462336784576009,1.419495030826878,-0.6942358543638861,0.8742317409349515,-0.5157876785433314,-1.8074908430571914,0.16724768352948885,0.679169992974273,1.0629493797782001,0.8726626245551016,2.5709341737550595,2.3155910165683715,2.629496583981215,2.4450606752468773,3.5488985638358983,2.712066970127044,1.9534840948790961,2.063417353063462
1150,-543.7977144467383,29.410460178690954,13.885899923720283,16.93136256107033,6.776953281811685,4.6142361312600215,-0.19646794314355884,-1.9859556164971466,-0.629051071960918,0.26467211930277545,-0.990351272010675,0.37709595528587087,1.438658491273211,-1.101108310640963,-0.42836949538072533,-1.0563291513101483,0.8387090813173564,-1.618761860518904,-1.4421137796160273,0.5920048965618312,-0.8397662176025845,-2.3445499313559828,-1.9912060772516655,-0.060703280441602864,-1.1243924044928748,-1.042289666156078,-0.5146532993723675,-0.5915595192117731,-0.9053841905188554,-1.3468412760689012,-1.6407718245175458,-2.4136415042860446,-2.0302880866274817,-1.2660355235204273,-0.8014941266726425,-1.2539474294786719,-2.5627204769224257,-3.0558459046827178,-2.803617937977373,-2.8702614933775727
1172,-637.8692688395247,57.0869479518293,7.308040244855337,20.604887499045216,11.005083335325207,4.725042863594769,-8.74833940239791,-6.941880358654589,-7.230506091278248,-2.8283013266856862,-1.5243284569807316,-7.177127595813914,-0.3012946466069018,0.04477914409133866,-2.394454896675068,-1.4447288438205574,0.3534352086137097,-2.639848766378276,-1.4166733075210445,-1.482681614267258,-2.4792076188059924,-1.908022872384149,-3.8544003178124413,-1.7701802079227043,-2.034061953592004,-1.190531301164948,-1.8854389188186005,-1.4534718695661284,-0.6014400181378886,-1.2586331693009574,-0.11075930673673288,-0.41143859143472394,-0.47437434269765355,-1.8257238615755746,-0.8052593391106253,-0.3473647119615586,-0.40668689821476506,-1.3912702786884052,-2.883494563093857,-2.2777387538118425
