,zcr_mean,zcr_std,zcr_max,rmse
893,0.3313021725171233,0.17698657283436955,0.5146484375,0.0024033015948657747
796,0.33901933310688404,0.19101338589807465,0.5263671875,0.0036050791726014325
63,0.3571231617647059,0.1686084193963217,0.52099609375,0.054265633873503
1024,0.3433939615885417,0.1826696130794359,0.53076171875,0.002762932346278935
599,0.295623779296875,0.1876215876929965,0.52685546875,0.012505470998321165
731,0.3219707538555195,0.19587247889742473,0.57763671875,0.006961368964249
441,0.3095703125,0.1957006225376648,0.52294921875,0.010046867568075966
1131,0.31685897679004854,0.1883461691807992,0.5400390625,0.00912191824691913
1033,0.3281808035714286,0.18527527707288644,0.52880859375,0.0035849650472364507
331,0.37983488305214724,0.14331184145133627,0.525390625,0.12654830190078523
669,0.3421171114042208,0.18400245645072935,0.52099609375,0.011512102637360798
811,0.3290441176470588,0.19518009013787646,0.51171875,0.005285530624080946
336,0.38063791410519127,0.14531705127427588,0.525390625,0.12213661364732895
1104,0.24672822324101795,0.18310744927018088,0.515625,0.0028858807924573814
1058,0.3309427249203822,0.1677240321556761,0.5205078125,0.097319435992336
484,0.30256848457532054,0.19396074897799898,0.51416015625,0.004763383414176258
347,0.36163478944359756,0.16365602722210906,0.5322265625,0.03507539835753074
1209,0.32874644886363635,0.19070844538644224,0.52734375,0.004285476503124807
1433,0.322161865234375,0.1959089813551637,0.52490234375,0.008613531734214369
602,0.31185588430851063,0.1783591388624376,0.51904296875,0.0017398029089623075
979,0.3100390625,0.18075397959470468,0.52587890625,0.003195284383221736
920,0.3665980747767857,0.16400468803091653,0.52001953125,0.03502621587563262
1139,0.34183947671979864,0.1817287927990255,0.5263671875,0.007585926166846264
1242,0.35473945813301283,0.17361798408580048,0.513671875,0.05806056880595478
1357,0.3355001437883436,0.1895774677021087,0.5830078125,0.013651580558252187
1056,0.32655552455357145,0.18324106319639857,0.5166015625,0.0016177276276324892
447,0.36805050872093026,0.14769107420465827,0.52880859375,0.06743408929560929
88,0.3341167403990964,0.19040430182462045,0.54248046875,0.014477990135760488
1296,0.33681640625,0.15610138260037337,0.5205078125,0.08842360175611368
355,0.3116677024147727,0.18644676697622042,0.52587890625,0.013810856651422352
124,0.3510027629573171,0.18483087482997568,0.53369140625,0.003758857264195401
1044,0.3045081876765537,0.1547859313243527,0.5146484375,0.0019604953678627026
611,0.3097805447048611,0.18657923294114978,0.5302734375,0.015509064344549656
804,0.3060635653409091,0.20239687093202627,0.51806640625,0.0033046314540587144
886,0.34742838541666665,0.16502027656735116,0.5205078125,0.08533730295570709
1145,0.3034430609809028,0.20014371402268963,0.52587890625,0.0016015283758205377
857,0.3377814440993789,0.18353478619375,0.52783203125,0.0029501881172232284
216,0.328714742288961,0.19831204426315566,0.607421875,0.011057040159474854
1012,0.3508005324442675,0.18178146281211913,0.5205078125,0.041702958079393955
702,0.33187662760416664,0.1731944176356827,0.517578125,0.08918160179107737
132,0.34568673972315433,0.1864580514966007,0.52490234375,0.0032228054311034295
1001,0.3404437295751634,0.19041341482783578,0.5205078125,0.012121889580981768
604,0.3274163140190972,0.1875163603626362,0.51513671875,0.003219246375156416
860,0.35671549479166664,0.17806974333986886,0.54443359375,0.002584540103324361
1067,0.31710111177884615,0.16898348377798683,0.51806640625,0.00882706161849168
555,0.3395284016927083,0.1651378435667694,0.52392578125,0.01120231825562128
919,0.28308504391339867,0.17762186098066227,0.50048828125,0.002007010350183955
1113,0.3451146005794702,0.17706564630380325,0.5205078125,0.04891296542758422
226,0.3610451084792994,0.17931035559843247,0.57861328125,0.010966339957423948
329,0.3436686197916667,0.16759189251768528,0.52490234375,0.011583708526422702
1256,0.34348996856508873,0.17989561688669292,0.52197265625,0.008531739662381597
370,0.33291682841614906,0.18427535100110323,0.52294921875,0.02844303991229199
413,0.3303663874246988,0.1864562807499315,0.52587890625,0.07112501155558584
577,0.309255939640411,0.17315580202906203,0.5185546875,0.006615832668012826
646,0.30516726471656974,0.18710484726858567,0.52197265625,0.08173844674651078
15,0.35462031804078015,0.1833685420436589,0.53125,0.01937684724065853
878,0.360595703125,0.17797190012009972,0.53271484375,0.005120348220835783
42,0.34170839450503354,0.1819355500667022,0.53271484375,0.009648355924648603
1045,0.3384125808189655,0.17875040098128697,0.54638671875,0.008290269863820268
296,0.31064703525641024,0.19175848870191253,0.51806640625,0.012191133792369765
975,0.28795592178254437,0.1996657865343014,0.5205078125,0.01716512270042003
793,0.32357608570772056,0.194266353463735,0.51318359375,0.0027313785371737625
253,0.29774272872740964,0.18987021863595532,0.53271484375,0.021973837451718135
642,0.29748046875,0.18408349634695484,0.5166015625,0.005187157569740496
381,0.3325692923964968,0.18824703630252362,0.5361328125,0.004856061569787513
598,0.3467983669704861,0.17362863899202988,0.5322265625,0.014077423190424607
1053,0.33190672189597314,0.19121325916048895,0.5390625,0.0024674302182282055
1116,0.28735038561698717,0.14890822648179025,0.51123046875,0.04056394806407698
314,0.29772636217948717,0.2041971541601932,0.517578125,0.003322644622999835
1426,0.31033112281976744,0.17764122408499108,0.52099609375,0.06255875908207938
1359,0.3415421195652174,0.19159921605894814,0.56103515625,0.018708696562404148
936,0.32184553945530725,0.18026785522337627,0.51513671875,0.005862851812342044
1152,0.294004403861465,0.1969380668902964,0.52099609375,0.002099475347534343
821,0.3181534332482993,0.20353145386277158,0.52001953125,0.011255339518939861
568,0.25653887128496505,0.15785977979150365,0.5009765625,0.006005551095300429
69,0.3007654989919355,0.19506112871495102,0.52197265625,0.004826136283421234
947,0.3588041417738971,0.17502531737173796,0.52978515625,0.003771382584574528
1423,0.3119002988674497,0.19461760230711592,0.52001953125,0.008190446642041426
824,0.3205159505208333,0.20098158922037337,0.51953125,0.012609143487875245
17,0.34705699573863635,0.1954719706708609,0.52685546875,0.006736165607648397
403,0.2904827158938172,0.19057961121841616,0.521484375,0.008541738625137327
1419,0.3389156693262411,0.1974276700212128,0.5234375,0.005756053173451425
820,0.3292572463768116,0.1934138172489032,0.51904296875,0.0065201126022838935
1418,0.2806576588114754,0.17563714755178472,0.5234375,0.04014044524628936
73,0.30122487137957316,0.19421387983055183,0.51025390625,0.007259444195155185
1154,0.33935546875,0.17641061203425315,0.53125,0.0008382307370768129
695,0.29715133499313184,0.20353500863447183,0.5517578125,0.030435368328290902
282,0.3318511962890625,0.19190363677943414,0.5517578125,0.02383047863332374
782,0.3455819725093985,0.19095433925775424,0.525390625,0.0036774948152982073
234,0.3342237285539216,0.1861194835514332,0.51806640625,0.020753026298294206
320,0.30706188725490197,0.20806197695424417,0.5419921875,0.004846198772016564
1174,0.3222269197789634,0.1784401291704583,0.53662109375,0.09658026661136963
928,0.2725480195063694,0.17222198381958514,0.50634765625,0.0012462469628557137
654,0.2977644804936306,0.18694171688167974,0.52099609375,0.029256621946033935
1376,0.3632969000400641,0.16914508447860604,0.52294921875,0.03226351989279436
932,0.33610358205782315,0.18928481507579267,0.5205078125,0.013258352468731673
595,0.32825591598731885,0.17504260312522474,0.51416015625,0.01034545356782218
1438,0.3367749432611732,0.17867484032442277,0.525390625,0.05559232999660238
831,0.29322509765625,0.19379750676856772,0.5283203125,0.0076625960669921426
602,0.2791652814716312,0.1733430860460144,0.50537109375,0.0017203878710013625
1247,0.35750959019461076,0.15909213034054032,0.52392578125,0.05032054269488297
636,0.3353207236842105,0.17924488289659285,0.529296875,0.04892278401960728
862,0.35493953499251496,0.1644822164837056,0.5234375,0.005609105622909639
347,0.32936654439786583,0.17556097480409588,0.5224609375,0.03471070538289982
202,0.31923090025436046,0.18443302449172552,0.53955078125,0.020628635987548848
1205,0.3350913480201863,0.17791487473585124,0.51904296875,0.0047424474574999705
1200,0.3410887055049669,0.18607923552099953,0.52734375,0.007609054440844799
1094,0.3200125102124183,0.19130989102136184,0.5146484375,0.0035341569056339148
126,0.3401285807291667,0.18845020256998735,0.52001953125,0.0009322032485242799
149,0.34844821836890244,0.15843107788184643,0.5556640625,0.016287528765830808
1363,0.33728920541158536,0.18197551819772226,0.56982421875,0.013943165467997965
1231,0.3660579427083333,0.17539133310304852,0.5419921875,0.018965772736662397
955,0.3517687305900621,0.1696229388371023,0.52783203125,0.006410345726767044
1024,0.3297288682725694,0.19019592947341496,0.5224609375,0.0027458254320378815
1375,0.34970327524038464,0.1818026241986763,0.55322265625,0.011382793620658901
584,0.2091875524328859,0.1919955313731046,0.51171875,0.009623346820165501
170,0.32636211444805197,0.18957702051780348,0.5244140625,0.010775116845389347
760,0.24571840454931973,0.18133169135017269,0.5234375,0.016372459949324875
1114,0.3328554010115607,0.17873055136160027,0.56982421875,0.007474359175042185
589,0.33757930473993286,0.18038417306268847,0.525390625,0.011672811898538448
736,0.2908029380751534,0.19959534679584562,0.5126953125,0.003809851970925083
1389,0.33119587725903615,0.18021223133862305,0.5166015625,0.003764158925530205
399,0.36289123919025157,0.16543949739261066,0.556640625,0.02287757377625516
619,0.31538669418238996,0.18477425871320668,0.5263671875,0.00995557406510611
230,0.33907877604166664,0.1967221058276574,0.59765625,0.007975690294435251
800,0.30216630923202614,0.20569870331991663,0.52099609375,0.002814294478712458
151,0.37253477515243905,0.17042105687562623,0.5302734375,0.003227889892986952
447,0.34312545421511625,0.16715598239256713,0.52978515625,0.06654298653375777
1143,0.27055989583333334,0.1869456862543336,0.515625,0.00295703217544566
1116,0.335170648036859,0.15434447262571369,0.52685546875,0.040877333025657006
47,0.3253757642663043,0.1802671233801552,0.52880859375,0.010029516620500566
824,0.3384908040364583,0.19019353602502845,0.517578125,0.012699908578371383
844,0.351171875,0.167008148679829,0.53466796875,0.017177010798480333
1387,0.299188232421875,0.20552860365476644,0.51904296875,0.0024206604466298584
1289,0.3339531477107558,0.16624801504701267,0.51904296875,0.006072803243731072
53,0.3687947591145833,0.170087243019083,0.51904296875,0.03461664305030246
388,0.34160605244252873,0.17641474713589794,0.5908203125,0.003248093841854167
569,0.2767250582298137,0.179430374653366,0.52685546875,0.008184702432473422
645,0.29917689732142855,0.1970109711566149,0.52001953125,0.017875607277413327
952,0.24871176861702127,0.1669490695260691,0.49462890625,0.001191941144372683
614,0.3317248774509804,0.18464711661973401,0.52734375,0.03859986085932006
1252,0.3575297162576687,0.17203816542159142,0.52880859375,0.05087356414079614
982,0.2383595002003205,0.13422685003589502,0.51708984375,0.002334759133647409
1369,0.35064238619942195,0.15736641106989938,0.52294921875,0.03332305706210951
1207,0.31714760384908536,0.18505195138877448,0.52294921875,0.004511070613661979
871,0.33546988673941797,0.16035824067896068,0.52734375,0.06098025218587654
175,0.34017508370535715,0.1886268114464803,0.52587890625,0.006520405415814932
747,0.3304905861801242,0.1967307930668577,0.5361328125,0.004879475235196389
362,0.3460150824652778,0.17771825296793622,0.576171875,0.029083784816815526
477,0.3170021186440678,0.17812690687252428,0.51416015625,0.004203339637054446
452,0.32800488803475936,0.16611914200636313,0.5205078125,0.14041669073486132
761,0.3340480638586957,0.17679955159266772,0.5205078125,0.012342808950439882
668,0.3138556628493789,0.20116806169396298,0.533203125,0.018357780202426798
945,0.2956348255368098,0.1947379938230123,0.5341796875,0.007537043887148272
960,0.2951791729041916,0.1712111677511575,0.4794921875,0.0023596772790955662
381,0.31613567376592355,0.20141777060179608,0.53662109375,0.00482738560724426
1345,0.32017131024096385,0.1994361767694552,0.607421875,0.007361220145888644
339,0.3370177906411917,0.17975896488008394,0.52978515625,0.030633470483799965
148,0.3073673691860465,0.1826830572183813,0.5361328125,0.021555324344075064
207,0.3489306947720126,0.17483259757633285,0.51708984375,0.013739641534732701
1329,0.345550537109375,0.16924615600631984,0.52392578125,0.010964644510943616
818,0.3448025173611111,0.16227698242312985,0.51953125,0.15408241835570066
86,0.29915093315972224,0.19442124642773542,0.53369140625,0.021602392624893947
1043,0.302207289942053,0.16035649800667862,0.5224609375,0.04559250468948039
837,0.35117386798469385,0.17149494016790104,0.52197265625,0.0062904182401041855
1373,0.3398917313945087,0.1754550553964362,0.53271484375,0.08010167292875268
508,0.33231528288398693,0.18282460855648316,0.50732421875,0.008796368701401361
1389,0.3132059487951807,0.19585680393076593,0.52294921875,0.0037372846873670908
808,0.33527553481543626,0.18872919401613844,0.5244140625,0.009076705444121832
1118,0.30597961840986393,0.18826867147165668,0.529296875,0.006785909300523819
36,0.2836104230182927,0.17786451941630002,0.52587890625,0.007601702328277987
1094,0.3141786662581699,0.19646761787169778,0.5283203125,0.003529737577093257
1208,0.3351870543204698,0.19699042420083968,0.5732421875,0.011506212513610252
691,0.33492264093137253,0.19399293447061072,0.5517578125,0.012353647833171508
885,0.33572658561390534,0.18036989169877438,0.53857421875,0.014385843519853874
646,0.3211613144985465,0.18269494020683744,0.52490234375,0.08232857040027583
1297,0.3056435032894737,0.17903407258008663,0.517578125,0.057139510701790325
371,0.3425147454470199,0.18213188246688952,0.5205078125,0.00562966733565187
1254,0.3673404947916667,0.1722185540201722,0.56591796875,0.011901801224399697
86,0.30589192708333335,0.18582012842359147,0.51806640625,0.021627479914314327
1116,0.24396534455128205,0.14199251071190103,0.50927734375,0.04050095086528501
610,0.3043111165364583,0.18306377670919455,0.5166015625,0.002037089427489645
512,0.32049639813311687,0.19316295932222338,0.5126953125,0.007741644780467858
1146,0.20310075908687944,0.17671344171910566,0.52197265625,0.0018815502982449117
600,0.3065392836084906,0.1883186452759187,0.5283203125,0.0019850272525248477
1328,0.3138060052710843,0.1964443289740722,0.521484375,0.004711785153415726
1343,0.35657796694364163,0.15721240687460822,0.51708984375,0.06918193964484044
950,0.3179295705464072,0.179049102361363,0.5234375,0.017797418649210174
1094,0.32586869383169936,0.1869764394708522,0.5166015625,0.0035415793614396703
307,0.32607222576530615,0.195503143387945,0.51953125,0.009742633361248894
334,0.3308422534496753,0.1871193901482183,0.52099609375,0.008091240260309912
622,0.31557366786858976,0.19122252311784063,0.51171875,0.014203820849007936
883,0.34815224095394737,0.16054984252325422,0.52978515625,0.06062053631383549
500,0.284140883692053,0.18472616788324228,0.50927734375,0.011519048777175847
374,0.32593677662037035,0.17049206154969157,0.51904296875,0.05469181816957509
6,0.3509033203125,0.18556464555201707,0.52099609375,0.0069002537884293585
1427,0.32377697172619047,0.19820910923033214,0.5947265625,0.019034766489515492
1431,0.34864666445035464,0.18246191615707738,0.517578125,0.00688077458541511
272,0.30741426542207795,0.19053380051387553,0.52490234375,0.01047466479951764
312,0.3347395833333333,0.19212401118644867,0.529296875,0.0031372114478189807
83,0.3074964586195055,0.1963841805975813,0.5244140625,0.005915311188382728
81,0.33655678353658536,0.18238794961011787,0.52294921875,0.03644542621229962
1383,0.29581376445086704,0.20177265254438603,0.509765625,0.003397161409000536
803,0.3160818215184564,0.1975717646334763,0.51513671875,0.0031143849950743437
1256,0.35090375369822485,0.17137280457876666,0.53271484375,0.008580176138636025
329,0.30878092447916666,0.1799689868050281,0.52392578125,0.011413956768929392
536,0.28899867238562094,0.18006880098417088,0.5107421875,0.031078529007337943
485,0.32470052083333334,0.19528850753244184,0.53076171875,0.008011021669307828
581,0.353896484375,0.17118826679282234,0.53125,0.02800130901875718
997,0.30987477022058824,0.19074526924603807,0.52685546875,0.05178061637913689
1328,0.32412756494728917,0.18413406971531857,0.51904296875,0.004731358188950287
423,0.315146484375,0.19152542054100657,0.52392578125,0.00203365821458266
29,0.34783844449626866,0.18860927865312468,0.51611328125,0.007029579362481357
1209,0.3432002567744755,0.18128827085964003,0.51953125,0.004303994373415457
552,0.3478870130565068,0.18106893285230785,0.52392578125,0.007718238621101579
919,0.2977685866013072,0.1778647598770775,0.50830078125,0.002009704758690773
24,0.34756206376903553,0.18726727738676846,0.521484375,0.006909983277406813
185,0.3213610526842949,0.19599806597642871,0.59765625,0.00751093420371775
1244,0.3479191706730769,0.17510257468053506,0.51806640625,0.018400099537678235
12,0.35918234481292516,0.1734295241168869,0.53125,0.06973630615090887
660,0.324231684602649,0.19055405079691806,0.5244140625,0.020961858528883152
865,0.33754632411858976,0.18595416274819632,0.52294921875,0.003701835956012393
270,0.3393582274011299,0.1728858902488259,0.513671875,0.014776908721798605
1133,0.3336671476910828,0.18080028999308792,0.537109375,0.009949363789566165
145,0.3326563744028662,0.18853860735724698,0.54638671875,0.0009076163103878224
1278,0.28105292262801207,0.19691981018069898,0.52490234375,0.027381809122293006
330,0.35589361810064934,0.18051680429508726,0.55615234375,0.019613981111474242
1302,0.33870341614906835,0.1707257833225979,0.52099609375,0.006528693710190741
247,0.34097229408112584,0.18236157775049772,0.52197265625,0.006676090110619134
4,0.3527980897484756,0.17170999581729685,0.5234375,0.008172125529856753
172,0.33824733345808383,0.1729458135997937,0.5458984375,0.012586465499702918
726,0.30990309016719747,0.19928379962605855,0.52490234375,0.004231322446268692
1087,0.2750264830508475,0.19557199103550818,0.52587890625,0.0027135149125552755
174,0.35815310594512195,0.18155333719546693,0.54345703125,0.015033297425726445
764,0.2955847733857616,0.1814209807310479,0.5244140625,0.015169552375309142
164,0.37228573069852944,0.17877915951408346,0.52880859375,0.0025282539675598064
834,0.34738788167938933,0.19003825127308374,0.52197265625,0.005884841874249116
192,0.33660888671875,0.18313572951446463,0.52880859375,0.011761633299563656
508,0.3452084609885621,0.185065805683003,0.51806640625,0.008805584456959349
322,0.3715290850903614,0.14890946275553466,0.525390625,0.10699934320761184
34,0.3349355722402597,0.1902210723589385,0.5234375,0.027623037199470932
1303,0.33982432972301135,0.1660994648355638,0.5244140625,0.01568602526324251
1379,0.3441988548136646,0.17165994118928904,0.5234375,0.014716935622081016
102,0.3463053385416667,0.17785949923173355,0.5283203125,0.017640193825072047
431,0.24830501094745222,0.19330993393703355,0.52392578125,0.00456590280227432
410,0.3349073112355491,0.1888807424116805,0.61572265625,0.010168425977426185
1341,0.3068788827183735,0.19337351528171617,0.5146484375,0.0056465441982926235
1386,0.3055562601461039,0.19645557164771374,0.5185546875,0.003475639487073532
685,0.304008152173913,0.19218607369832047,0.52880859375,0.012927135693652869
173,0.3473031426553672,0.17886194917249937,0.5224609375,0.010730761158474903
1039,0.3072964820636095,0.18724277200480482,0.5751953125,0.013239673573098572
502,0.3372970281862745,0.18860324866932926,0.51318359375,0.014328759150310488
604,0.3037041558159722,0.19468346909237022,0.50830078125,0.0031992568829149813
894,0.3506683349609375,0.18865901217536402,0.57568359375,0.007768313099531577
524,0.34994032118055557,0.1746345674843629,0.529296875,0.015856098783961343
469,0.33931425020292205,0.1633792344146012,0.5322265625,0.03794972400215291
699,0.34884556361607144,0.1830322510860195,0.52197265625,0.017138044456753602
1174,0.34954982850609756,0.16121729928039905,0.5322265625,0.0976600961919252
191,0.34437985392011833,0.18367488736285956,0.59228515625,0.029169408469302827
376,0.35223205931886226,0.17478914873249038,0.56787109375,0.029839795601044942
657,0.36026712288533835,0.18114040930988667,0.5302734375,0.012145764063705005
18,0.3649936252170139,0.17594774623039794,0.5244140625,0.022663938028694385
1263,0.26495787154796513,0.19684216130903232,0.54638671875,0.01185858012335946
11,0.32803883272058826,0.19032858486859525,0.517578125,0.020403458088155586
119,0.3656005859375,0.17040350334097454,0.51904296875,0.02954902459268739
1092,0.31346327593537415,0.18929592342879778,0.52099609375,0.0068004658566128496
726,0.30951433121019106,0.19730084856033472,0.53076171875,0.004233502580291872
156,0.28888639856557374,0.18009100497630767,0.52099609375,0.02445872530189167
826,0.32972984047202797,0.19354253273858027,0.52490234375,0.006409894942163094
264,0.34793479970637586,0.18184279362381955,0.5234375,0.013174883611276703
405,0.35792125355113635,0.17658561281012541,0.56396484375,0.03395806702680408
1231,0.36421549479166665,0.17643502677120643,0.5263671875,0.01891313665812584
28,0.3561322380514706,0.18424433326001072,0.5419921875,0.0065012053689010195
242,0.303863525390625,0.18829112986605737,0.52197265625,0.0025381937938948333
1120,0.23550230704697986,0.15687458627252843,0.5,0.005669854747070201
670,0.3209202906468531,0.19249573018689908,0.51904296875,0.02690138039922369
1241,0.35421048677884615,0.18145438692490803,0.52734375,0.02725215720200991
1289,0.3224302779796512,0.1673561774229087,0.515625,0.006044816942100535
693,0.3239013671875,0.19295999298612065,0.5302734375,0.009752374868091012
1088,0.30105804637738853,0.1905060784556608,0.5546875,0.01098111481825652
1379,0.3482779745729814,0.17050587979445156,0.53271484375,0.014739727926007704
1254,0.354169921875,0.18401348495480652,0.58251953125,0.01177977783559939
199,0.3380434001150307,0.19159734909512782,0.60595703125,0.021967028238169938
896,0.3777264897127329,0.16423284027601046,0.58544921875,0.0073073537133254065
393,0.3298675537109375,0.1855054357080824,0.52587890625,0.00426993978524136
965,0.25364958934294873,0.15684588781035,0.48828125,0.002744311676279855
964,0.3332109899328859,0.18302189438382965,0.53271484375,0.006299164123091963
819,0.3240559895833333,0.19072649765102018,0.5322265625,0.03020398475765713
304,0.33368815104166666,0.1938041192767696,0.525390625,0.0029460846922560752
4,0.31553091653963417,0.1991042614117195,0.52490234375,0.008056669836108792
745,0.30726709905660377,0.20880193346887232,0.58154296875,0.004523992146243554
899,0.32158146348110467,0.18485902293336795,0.5185546875,0.005434347618098803
1162,0.3149326347305389,0.1732675313575795,0.51220703125,0.00217583708955399
72,0.3387474204009434,0.18558940859410275,0.53564453125,0.02913094405793793
740,0.30702954669331395,0.18524606431080304,0.52197265625,0.04261390767525235
156,0.3037056010928962,0.17721075298779268,0.52880859375,0.024493632792486186
768,0.29539271763392855,0.1889707876883044,0.52197265625,0.018088853381712247
1188,0.3368714798328488,0.17476024240334304,0.52294921875,0.09510940679500157
1049,0.31560642733895705,0.18119994656929403,0.51171875,0.0060898878284003305
521,0.34219125600961536,0.1784525296678726,0.5244140625,0.019190379131860343
1204,0.3180586652057927,0.18149907008011357,0.58349609375,0.004914336177538988
896,0.3776749320652174,0.1647260917402674,0.58544921875,0.0073114516931455055
613,0.33340409873188404,0.19763084581585066,0.52001953125,0.010417447304541503
1035,0.31144962754360467,0.1838070455557968,0.556640625,0.005776878012341752
1346,0.3243561704715569,0.19979305786895415,0.60888671875,0.007852958161458506
21,0.3595401539522059,0.1839889857434021,0.5224609375,0.008286841872038927
1042,0.33490885416666666,0.17813809126250343,0.52685546875,0.006034963511013239
766,0.32260912518168605,0.19387965274215557,0.58935546875,0.019703590971474713
1310,0.3147809222027972,0.1594657688244297,0.5146484375,0.0453045953093028
1134,0.3299863674496644,0.19272035558338427,0.53564453125,0.002641897393587862
710,0.34366536458333335,0.187247005989326,0.52197265625,0.017246448798558366
25,0.3427529706212575,0.18799986122263743,0.5322265625,0.0052226956121929164
1158,0.33544921875,0.1680424632472356,0.52880859375,0.0006563368540370752
790,0.3499289119944853,0.18266868648667942,0.51953125,0.005946280157665707
1281,0.2981027796648551,0.1838353342707069,0.5234375,0.0122227363100617
646,0.3049004133357558,0.18947879101223086,0.52685546875,0.08168438584259297
318,0.3062922969745223,0.19761555988930035,0.51904296875,0.006983331617558189
368,0.31180245535714285,0.18108814818556565,0.59814453125,0.009990560482270315
599,0.2701637961647727,0.19578655154497843,0.53857421875,0.01245316492449676
2,0.32229401344476744,0.19649566479189695,0.5234375,0.00472415227756516
176,0.3086703431372549,0.17810668499163515,0.51318359375,0.016619127629958524
1333,0.33976288813694266,0.1791836452337924,0.5263671875,0.006472817797868515
665,0.3037237030228758,0.20019725804740038,0.5166015625,0.01566710898294158
746,0.33180957630368096,0.18201478670555846,0.52734375,0.03215296860352736
1266,0.3255098495015337,0.1880183995462446,0.529296875,0.012913980305753841
1329,0.327728271484375,0.18849532424363358,0.52001953125,0.010881694374725446
